Wall
                 t                 x          normal_x                 y          normal_y                 s          normal_s
                 s                 m                 1                 m                 1                 m                 1
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.6578762846E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.6675356032E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.6771949218E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.6868542405E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.6965135591E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.7061728778E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.7158321964E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.7254915150E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.7351508337E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.7448101523E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.7544694709E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.7641287896E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.7737881082E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.7834474269E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.7931067455E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.8027660641E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.8124253828E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.8220847014E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.8317440200E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.8414033387E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.8510626573E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.8607219760E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.8703812946E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.8800406132E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.8896999319E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.8993592505E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.9090185691E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.9186778878E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.9283372064E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.9379965251E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.9476558437E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.9573151623E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.9669744810E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.9766337996E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.9862931182E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  5.9959524369E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.0056117555E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.0152710741E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.0249303928E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.0345897114E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.0442490301E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.0539083487E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.0635676673E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.0732269860E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.0828863046E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.0925456232E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.1022049419E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.1118642605E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.1215235792E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.1311828978E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.1408422164E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.1505015351E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.1601608537E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.1698201723E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.1794794910E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.1891388096E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.1987981283E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.2084574469E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.2181167655E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.2277760842E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.2374354028E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.2470947214E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.2567540401E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.2664133587E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.2760726774E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.2857319960E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.2953913146E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.3050506333E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.3147099519E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.3243692705E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.3340285892E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.3436879078E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.3533472265E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.3630065451E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.3726658637E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.3823251824E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.3919845010E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.4016438196E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.4113031383E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.4209624569E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.4306217756E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.4402810942E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.4499404128E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.4595997315E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.4692590501E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.4789183687E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.4885776874E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.4982370060E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.5078963246E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.5175556433E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.5272149619E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.5368742806E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.5465335992E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.5561929178E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.5658522365E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.5755115551E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.5851708737E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.5948301924E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.6044895110E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.6141488297E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.6238081483E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.6334674669E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.6431267856E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.6527861042E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.6624454228E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.6721047415E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.6817640601E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.6914233788E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.7010826974E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.7107420160E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.7204013347E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.7300606533E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.7397199719E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.7493792906E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.7590386092E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.7686979279E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.7783572465E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.7880165651E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.7976758838E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.8073352024E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.8169945210E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.8266538397E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.8363131583E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.8459724770E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.8556317956E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.8652911142E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.8749504329E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.8846097515E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.8942690701E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.9039283888E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.9135877074E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.9232470261E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  5.3000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  6.9329063447E-01  0.0000000000E+00  0.0000000000E+00
