Wall
                 t                 x          normal_x                 y          normal_y                 s          normal_s
                 s                 m                 1                 m                 1                 m                 1
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.1759563126E-02  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.2721486974E-02  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.3683410822E-02  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.4645334669E-02  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.5607258517E-02  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.6569182365E-02  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.7531106212E-02  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.8493030060E-02  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  9.9454953908E-02  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0041687776E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0137880160E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0234072545E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0330264930E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0426457315E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0522649699E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0618842084E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0715034469E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0811226854E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.0907419238E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.1003611623E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.1099804008E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.1195996393E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.1292188778E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.1388381162E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.1484573547E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.1580765932E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.1676958317E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.1773150701E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.1869343086E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.1965535471E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.2061727856E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.2157920240E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.2254112625E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.2350305010E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.2446497395E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.2542689780E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.2638882164E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.2735074549E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.2831266934E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.2927459319E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.3023651703E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.3119844088E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.3216036473E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.3312228858E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.3408421242E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.3504613627E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.3600806012E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.3696998397E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.3793190782E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.3889383166E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.3985575551E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4081767936E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4177960321E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4274152705E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4370345090E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4466537475E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4562729860E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  1.0000000000E+00  0.0000000000E+00  0.0000000000E+00  1.4658922244E-01  0.0000000000E+00  0.0000000000E+00
  0.0000000000E+00  3.9000000000E-02  9.9978166984E-01  0.0000000000E+00  0.0000000000E+00  1.4755114629E-01 -2.0895278334E-02  0.0000000000E+00
  0.0000000000E+00  3.9020104056E-02  9.9979099038E-01  0.0000000000E+00  0.0000000000E+00  1.4851307014E-01  2.0444450310E-02  0.0000000000E+00
  0.0000000000E+00  3.9000433940E-02  9.9979099038E-01  0.0000000000E+00  0.0000000000E+00  1.4947499399E-01  2.0444450310E-02  0.0000000000E+00
  0.0000000000E+00  3.9034930920E-02  9.9935756071E-01  0.0000000000E+00  0.0000000000E+00  1.5043691784E-01 -3.5839445531E-02  0.0000000000E+00
  0.0000000000E+00  3.9291383877E-02  8.8284904910E-01  0.0000000000E+00  0.0000000000E+00  1.5139884168E-01 -4.6965684974E-01  0.0000000000E+00
  0.0000000000E+00  3.9803106832E-02  7.7656742883E-01  0.0000000000E+00  0.0000000000E+00  1.5236076553E-01 -6.3003414867E-01  0.0000000000E+00
  0.0000000000E+00  4.0583521835E-02  6.6831183205E-01  0.0000000000E+00  0.0000000000E+00  1.5332268938E-01 -7.4388123726E-01  0.0000000000E+00
  0.0000000000E+00  4.1654215287E-02  5.6796916633E-01  0.0000000000E+00  0.0000000000E+00  1.5428461323E-01 -8.2304983209E-01  0.0000000000E+00
  0.0000000000E+00  4.3048148810E-02  4.7687303260E-01  0.0000000000E+00  0.0000000000E+00  1.5524653707E-01 -8.7897218999E-01  0.0000000000E+00
  0.0000000000E+00  4.4821166476E-02  3.9489693464E-01  0.0000000000E+00  0.0000000000E+00  1.5620846092E-01 -9.1872542743E-01  0.0000000000E+00
  0.0000000000E+00  4.7059076727E-02  3.1892733103E-01  0.0000000000E+00  0.0000000000E+00  1.5717038477E-01 -9.4777917129E-01  0.0000000000E+00
  0.0000000000E+00  4.9917694658E-02  2.4589106245E-01  0.0000000000E+00  0.0000000000E+00  1.5813230862E-01 -9.6929747003E-01  0.0000000000E+00
  0.0000000000E+00  5.3709578522E-02  1.6837029726E-01  0.0000000000E+00  0.0000000000E+00  1.5909423246E-01 -9.8572381680E-01  0.0000000000E+00
  0.0000000000E+00  5.9341161182E-02  1.3917024164E-01  0.0000000000E+00  0.0000000000E+00  1.6005615631E-01 -9.9026847059E-01  0.0000000000E+00
  0.0000000000E+00  6.6185748403E-02  1.3949476459E-01  0.0000000000E+00  0.0000000000E+00  1.6101808016E-01 -9.9022280859E-01  0.0000000000E+00
  0.0000000000E+00  7.3014097388E-02  2.2312760204E-01  0.0000000000E+00  0.0000000000E+00  1.6198000401E-01 -9.7478924553E-01  0.0000000000E+00
  0.0000000000E+00  7.7216504500E-02  3.4304544353E-01  0.0000000000E+00  0.0000000000E+00  1.6294192786E-01 -9.3931880832E-01  0.0000000000E+00
  0.0000000000E+00  7.9850421316E-02  4.2276824621E-01  0.0000000000E+00  0.0000000000E+00  1.6390385170E-01 -9.0623783302E-01  0.0000000000E+00
  0.0000000000E+00  8.1912382665E-02  4.8543427394E-01  0.0000000000E+00  0.0000000000E+00  1.6486577555E-01 -8.7427316422E-01  0.0000000000E+00
  0.0000000000E+00  8.3644819477E-02  5.3761128311E-01  0.0000000000E+00  0.0000000000E+00  1.6582769940E-01 -8.4319280611E-01  0.0000000000E+00
  0.0000000000E+00  8.5153506690E-02  5.8237189408E-01  0.0000000000E+00  0.0000000000E+00  1.6678962325E-01 -8.1292249137E-01  0.0000000000E+00
  0.0000000000E+00  8.6496238952E-02  6.2149732376E-01  0.0000000000E+00  0.0000000000E+00  1.6775154709E-01 -7.8341628561E-01  0.0000000000E+00
  0.0000000000E+00  8.7708773229E-02  6.5620103793E-01  0.0000000000E+00  0.0000000000E+00  1.6871347094E-01 -7.5458611027E-01  0.0000000000E+00
  0.0000000000E+00  8.8814919566E-02  6.8733039462E-01  0.0000000000E+00  0.0000000000E+00  1.6967539479E-01 -7.2634491024E-01  0.0000000000E+00
  0.0000000000E+00  8.9831444510E-02  7.1537365993E-01  0.0000000000E+00  0.0000000000E+00  1.7063731864E-01 -6.9874210313E-01  0.0000000000E+00
  0.0000000000E+00  9.0771004812E-02  7.4081343452E-01  0.0000000000E+00  0.0000000000E+00  1.7159924248E-01 -6.7171084198E-01  0.0000000000E+00
  0.0000000000E+00  9.1643201033E-02  7.6407686736E-01  0.0000000000E+00  0.0000000000E+00  1.7256116633E-01 -6.4512521324E-01  0.0000000000E+00
  0.0000000000E+00  9.2455372365E-02  7.8533155687E-01  0.0000000000E+00  0.0000000000E+00  1.7352309018E-01 -6.1907539588E-01  0.0000000000E+00
  0.0000000000E+00  9.3213655133E-02  8.0490917100E-01  0.0000000000E+00  0.0000000000E+00  1.7448501403E-01 -5.9339803374E-01  0.0000000000E+00
  0.0000000000E+00  9.3922808092E-02  8.2283335026E-01  0.0000000000E+00  0.0000000000E+00  1.7544693788E-01 -5.6828274450E-01  0.0000000000E+00
  0.0000000000E+00  9.4587152486E-02  8.3941959423E-01  0.0000000000E+00  0.0000000000E+00  1.7640886172E-01 -5.4348389564E-01  0.0000000000E+00
  0.0000000000E+00  9.5209952006E-02  8.5479017200E-01  0.0000000000E+00  0.0000000000E+00  1.7737078557E-01 -5.1897375834E-01  0.0000000000E+00
  0.0000000000E+00  9.5793970460E-02  8.6894850958E-01  0.0000000000E+00  0.0000000000E+00  1.7833270942E-01 -4.9490250322E-01  0.0000000000E+00
  0.0000000000E+00  9.6341826305E-02  8.8203103450E-01  0.0000000000E+00  0.0000000000E+00  1.7929463327E-01 -4.7119131377E-01  0.0000000000E+00
  0.0000000000E+00  9.6855697296E-02  8.9415851865E-01  0.0000000000E+00  0.0000000000E+00  1.8025655711E-01 -4.4775053717E-01  0.0000000000E+00
  0.0000000000E+00  9.7337381371E-02  9.0540097088E-01  0.0000000000E+00  0.0000000000E+00  1.8121848096E-01 -4.2455751309E-01  0.0000000000E+00
  0.0000000000E+00  9.7788443398E-02  9.1582639427E-01  0.0000000000E+00  0.0000000000E+00  1.8218040481E-01 -4.0157442094E-01  0.0000000000E+00
  0.0000000000E+00  9.8210230774E-02  9.2540106369E-01  0.0000000000E+00  0.0000000000E+00  1.8314232866E-01 -3.7898927600E-01  0.0000000000E+00
  0.0000000000E+00  9.8604177612E-02  9.3425185931E-01  0.0000000000E+00  0.0000000000E+00  1.8410425251E-01 -3.5661388557E-01  0.0000000000E+00
  0.0000000000E+00  9.8971354190E-02  9.4244958062E-01  0.0000000000E+00  0.0000000000E+00  1.8506617635E-01 -3.3434830340E-01  0.0000000000E+00
  0.0000000000E+00  9.9312611285E-02  9.4999020368E-01  0.0000000000E+00  0.0000000000E+00  1.8602810020E-01 -3.1227970301E-01  0.0000000000E+00
  0.0000000000E+00  9.9628813802E-02  9.5686714619E-01  0.0000000000E+00  0.0000000000E+00  1.8699002405E-01 -2.9052584144E-01  0.0000000000E+00
  0.0000000000E+00  9.9920874969E-02  9.6318138591E-01  0.0000000000E+00  0.0000000000E+00  1.8795194790E-01 -2.6885240903E-01  0.0000000000E+00
  0.0000000000E+00  1.0018937636E-01  9.6891940916E-01  0.0000000000E+00  0.0000000000E+00  1.8891387174E-01 -2.4737659256E-01  0.0000000000E+00
  0.0000000000E+00  1.0043496691E-01  9.7410924777E-01  0.0000000000E+00  0.0000000000E+00  1.8987579559E-01 -2.2607780390E-01  0.0000000000E+00
  0.0000000000E+00  1.0065821664E-01  9.7879597269E-01  0.0000000000E+00  0.0000000000E+00  1.9083771944E-01 -2.0483760360E-01  0.0000000000E+00
  0.0000000000E+00  1.0085952333E-01  9.8304110840E-01  0.0000000000E+00  0.0000000000E+00  1.9179964329E-01 -1.8338532983E-01  0.0000000000E+00
  0.0000000000E+00  1.0103896925E-01  9.8677494307E-01  0.0000000000E+00  0.0000000000E+00  1.9276156713E-01 -1.6209630386E-01  0.0000000000E+00
  0.0000000000E+00  1.0119698330E-01  9.8992864101E-01  0.0000000000E+00  0.0000000000E+00  1.9372349098E-01 -1.4156724802E-01  0.0000000000E+00
  0.0000000000E+00  1.0133454565E-01  9.9269126677E-01  0.0000000000E+00  0.0000000000E+00  1.9468541483E-01 -1.2068160124E-01  0.0000000000E+00
  0.0000000000E+00  1.0145148685E-01  9.9500793543E-01  0.0000000000E+00  0.0000000000E+00  1.9564733868E-01 -9.9795833778E-02  0.0000000000E+00
  0.0000000000E+00  1.0154796447E-01  9.9686771461E-01  0.0000000000E+00  0.0000000000E+00  1.9660926253E-01 -7.9087037936E-02  0.0000000000E+00
  0.0000000000E+00  1.0162427922E-01  9.9828976596E-01  0.0000000000E+00  0.0000000000E+00  1.9757118637E-01 -5.8459756988E-02  0.0000000000E+00
  0.0000000000E+00  1.0168060939E-01  9.9922271730E-01  0.0000000000E+00  0.0000000000E+00  1.9853311022E-01 -3.9420314941E-02  0.0000000000E+00
  0.0000000000E+00  1.0171855823E-01  9.9986155864E-01  0.0000000000E+00  0.0000000000E+00  1.9949503407E-01 -1.6639217191E-02  0.0000000000E+00
  0.0000000000E+00  1.0173456610E-01  9.9999991881E-01  0.0000000000E+00  0.0000000000E+00  2.0045695792E-01  4.0295641730E-04  0.0000000000E+00
  0.0000000000E+00  1.0173417849E-01  9.9999991881E-01  0.0000000000E+00  0.0000000000E+00  2.0141888176E-01  4.0295641730E-04  0.0000000000E+00
  0.0000000000E+00  1.0171701550E-01  9.9984086319E-01  0.0000000000E+00  0.0000000000E+00  2.0238080561E-01  1.7839515142E-02  0.0000000000E+00
  0.0000000000E+00  1.0167477742E-01  9.9903734770E-01  0.0000000000E+00  0.0000000000E+00  2.0334272946E-01  4.3867731855E-02  0.0000000000E+00
  0.0000000000E+00  1.0161552934E-01  9.9810851183E-01  0.0000000000E+00  0.0000000000E+00  2.0430465331E-01  6.1476813544E-02  0.0000000000E+00
  0.0000000000E+00  1.0153681946E-01  9.9666901239E-01  0.0000000000E+00  0.0000000000E+00  2.0526657715E-01  8.1552926012E-02  0.0000000000E+00
  0.0000000000E+00  1.0143780262E-01  9.9474379779E-01  0.0000000000E+00  0.0000000000E+00  2.0622850100E-01  1.0239519895E-01  0.0000000000E+00
  0.0000000000E+00  1.0131778059E-01  9.9230558698E-01  0.0000000000E+00  0.0000000000E+00  2.0719042485E-01  1.2381285091E-01  0.0000000000E+00
  0.0000000000E+00  1.0117748330E-01  9.8953052329E-01  0.0000000000E+00  0.0000000000E+00  2.0815234870E-01  1.4432374538E-01  0.0000000000E+00
  0.0000000000E+00  1.0101680346E-01  9.8633413287E-01  0.0000000000E+00  0.0000000000E+00  2.0911427255E-01  1.6475733168E-01  0.0000000000E+00
  0.0000000000E+00  1.0083448645E-01  9.8250836176E-01  0.0000000000E+00  0.0000000000E+00  2.1007619639E-01  1.8621847136E-01  0.0000000000E+00
  0.0000000000E+00  1.0063025526E-01  9.7819556159E-01  0.0000000000E+00  0.0000000000E+00  2.1103812024E-01  2.0768592461E-01  0.0000000000E+00
  0.0000000000E+00  1.0040418839E-01  9.7347763808E-01  0.0000000000E+00  0.0000000000E+00  2.1200004409E-01  2.2878218497E-01  0.0000000000E+00
  0.0000000000E+00  1.0015567332E-01  9.6820991404E-01  0.0000000000E+00  0.0000000000E+00  2.1296196794E-01  2.5013908602E-01  0.0000000000E+00
  0.0000000000E+00  9.9884161910E-02  9.6239749410E-01  0.0000000000E+00  0.0000000000E+00  2.1392389178E-01  2.7164510550E-01  0.0000000000E+00
  0.0000000000E+00  9.9589013724E-02  9.5601012403E-01  0.0000000000E+00  0.0000000000E+00  2.1488581563E-01  2.9333367135E-01  0.0000000000E+00
  0.0000000000E+00  9.9269521426E-02  9.4902282174E-01  0.0000000000E+00  0.0000000000E+00  2.1584773948E-01  3.1520736637E-01  0.0000000000E+00
  0.0000000000E+00  9.8924957444E-02  9.4142538092E-01  0.0000000000E+00  0.0000000000E+00  2.1680966333E-01  3.3722136966E-01  0.0000000000E+00
  0.0000000000E+00  9.8554390660E-02  9.3315172867E-01  0.0000000000E+00  0.0000000000E+00  2.1777158717E-01  3.5948275520E-01  0.0000000000E+00
